"System Name","Body Name","Body Subtype","Is Terraformable","Distance To Arrival","Estimated Scan Value","Estimated Mapping Value","Jumps"
"Col 285 Sector DQ-P c5-0","Col 285 Sector DQ-P c5-0 B 2","Ammonia world","No","7569","138168","460559","0"
"HIP 8650","HIP 8650 1","Metal-rich body","No","74","35686","118953","1"
"HIP 8650","HIP 8650 7 d","Rocky body","Yes","4464","127665","425549","0"
"HIP 9156","HIP 9156 A 1","High metal content world","Yes","221","182450","608166","1"
"HIP 10921","HIP 10921 B 4","High metal content world","Yes","1937","150001","500003","2"
"HIP 10921","HIP 10921 B 5","High metal content world","Yes","1938","146916","489719","0"
"HIP 10921","HIP 10921 B 3","Water world","Yes","2212","257995","859983","0"
"BD+33 4395","BD+33 4395 A 1","Water world","Yes","304","274004","913346","3"
"MCC 515","MCC 515 B 4","Earth-like world","No","1422","267834","892779","3"
"MCC 515","MCC 515 CD 2","Water world","Yes","56894","255270","850899","0"
"MCC 515","MCC 515 CD 3","High metal content world","Yes","56948","151683","505609","0"
"MCC 515","MCC 515 CD 4","High metal content world","Yes","56948","150485","501616","0"
"Ross 610","Ross 610 A 6","High metal content world","Yes","277","151234","504113","2"
"Ross 610","Ross 610 A 7","High metal content world","Yes","437","153699","512329","0"
"Ross 610","Ross 610 B 6","High metal content world","Yes","2607","147287","490956","0"
"HIP 34409","HIP 34409 2","High metal content world","Yes","597","161553","538509","2"
"HIP 34409","HIP 34409 3","High metal content world","Yes","778","159180","530599","0"
"Hyades Sector EL-X c1-0","Hyades Sector EL-X c1-0 D 1","Water world","No","239795","100185","333949","2"
"Hyades Sector IB-X c1-0","Hyades Sector IB-X c1-0 5","High metal content world","Yes","150","159933","533109","2"
"Hyades Sector IB-X c1-0","Hyades Sector IB-X c1-0 6","Earth-like world","No","274","282273","940909","0"
"HR 1625","HR 1625 A 6","High metal content world","Yes","2222","160363","534543","1"
"HR 1625","HR 1625 A 7","Water world","Yes","3958","257127","857089","0"
"HIP 22908","HIP 22908 4","High metal content world","Yes","829","157306","524353","1"
"HIP 22908","HIP 22908 3","Earth-like world","No","830","265777","885923","0"
"HIP 22908","HIP 22908 5","Water world","Yes","1160","265847","886156","0"
"HIP 27211","HIP 27211 A 9","Water world","No","820","97990","326633","2"
"51 b Orionis","51 b Orionis 1","Metal-rich body","No","243","31101","103669","1"
"HIP 27451","HIP 27451 5","High metal content world","Yes","1808","183870","612899","1"
"Wregoe XG-U c16-0","Wregoe XG-U c16-0 1","Water world","Yes","334","256463","854876","2"
"HIP 27926","HIP 27926 A 3","High metal content world","Yes","602","157729","525763","1"
"HIP 27926","HIP 27926 A 4","High metal content world","Yes","773","160571","535236","0"
"HIP 27926","HIP 27926 A 5","High metal content world","Yes","773","159167","530556","0"
"HIP 27926","HIP 27926 B 1","High metal content world","Yes","16224","148269","494229","0"
"11 Orionis","11 Orionis B 8","High metal content world","Yes","50686","167281","557603","2"
"HIP 20810","HIP 20810 A 5","High metal content world","Yes","506","155156","517186","2"
"HIP 20810","HIP 20810 A 6","Water world","Yes","616","270867","902889","0"
"HIP 20810","HIP 20810 A 7","High metal content world","Yes","616","163236","544119","0"
"HIP 21205","HIP 21205 6","High metal content world","Yes","828","172617","575389","1"
"HIP 20540","HIP 20540 A 1","Metal-rich body","No","99","30018","100059","2"
"Hind Sector NI-T c3-0","Hind Sector NI-T c3-0 A 8","High metal content world","Yes","236","167694","558979","2"
"Hind Sector NI-T c3-0","Hind Sector NI-T c3-0 A 9","Water world","Yes","396","288645","962149","0"
"HIP 16598","HIP 16598 A 5","High metal content world","Yes","1192","182292","607639","1"
"Mel 22 Sector VO-R c4-0","Mel 22 Sector VO-R c4-0 A 6","High metal content world","Yes","169","169343","564476","1"
"Mel 22 Sector WO-R c4-0","Mel 22 Sector WO-R c4-0 3","Class II gas giant","No","1225","31429","104763","1"
"HIP 18405","HIP 18405 A 4","High metal content world","Yes","1510","161856","539519","2"
"HIP 18405","HIP 18405 A 6","High metal content world","Yes","2208","168333","561109","0"
"HIP 18405","HIP 18405 A 5","High metal content world","Yes","2212","175629","585429","0"
"HIP 16639","HIP 16639 5","High metal content world","Yes","799","175223","584076","1"
"HIP 16635","HIP 16635 A 1","High metal content world","Yes","488","156407","521356","2"
"HIP 16635","HIP 16635 A 2","Water world","No","689","96117","320389","0"
"Pleiades Sector IR-W c1-0","Pleiades Sector IR-W c1-0 1","High metal content world","Yes","225","167201","557336","1"
"Pleiades Sector IR-W c1-0","Pleiades Sector IR-W c1-0 2","Water world","No","288","100841","336136","0"
"HIP 15882","HIP 15882 3","Water world","No","3179","115136","383786","1"
"Ross 374","Ross 374 A 2","Water world","Yes","368","249315","831049","2"
"Ross 374","Ross 374 A 3","High metal content world","Yes","468","148285","494283","0"
"HIP 16613","HIP 16613 2","Water world","No","1726","113294","377646","1"
"HIP 19187","HIP 19187 A 2","High metal content world","Yes","1119","179662","598873","1"
"HIP 19187","HIP 19187 A 3","Water world","Yes","1655","292032","973439","0"
"HIP 19361","HIP 19361 1","Metal-rich body","No","115","32001","106669","1"
"HIP 21174","HIP 21174 1","Metal-rich body","No","20","36338","121126","1"
"Taurus Dark Region EG-X c1-0","Taurus Dark Region EG-X c1-0 A 1","High metal content world","Yes","171","147049","490163","2"
"Taurus Dark Region EG-X c1-0","Taurus Dark Region EG-X c1-0 A 3","Water world","No","234","93494","311646","0"
"Taurus Dark Region EG-X c1-0","Taurus Dark Region EG-X c1-0 A 4","Water world","No","313","91378","304593","0"
"Taurus Dark Region EG-X c1-0","Taurus Dark Region EG-X c1-0 A 5","Ammonia world","No","434","137206","457353","0"
"Taurus Dark Region DG-X c1-0","Taurus Dark Region DG-X c1-0 1","High metal content world","Yes","357","149702","499006","1"
"HIP 24164","HIP 24164 1","Metal-rich body","No","27","33981","113269","1"
"HIP 24164","HIP 24164 2","Metal-rich body","No","47","34556","115186","0"
"HIP 25237","HIP 25237 A 2","Metal-rich body","No","20","35155","117183","1"
"HIP 25237","HIP 25237 A 3","Metal-rich body","No","38","35342","117806","0"
"HIP 25237","HIP 25237 A 4","Metal-rich body","No","38","34398","114659","0"
"HIP 25237","HIP 25237 B 11","Class II gas giant","No","420039","31039","103463","0"
"HIP 25624","HIP 25624 5","High metal content world","Yes","2727","183752","612506","1"
"HIP 25624","HIP 25624 6 a","Rocky body","Yes","3769","128171","427236","0"
"HIP 25624","HIP 25624 6","Water world","No","3774","108005","360016","0"
"HIP 26385","HIP 26385 5","High metal content world","Yes","1221","183446","611486","1"
"HIP 28281","HIP 28281 3","High metal content world","Yes","2351","157131","523769","1"
"HIP 28281","HIP 28281 4","High metal content world","Yes","3089","163491","544969","0"
"HIP 28281","HIP 28281 5","High metal content world","Yes","3094","155761","519203","0"
"HIP 29577","HIP 29577 B 9","High metal content world","Yes","6774","147981","493269","1"
"Wredguia DY-B c13-0","Wredguia DY-B c13-0 1","Metal-rich body","No","10","33315","111049","1"
"HIP 25008","HIP 25008 1","Metal-rich body","No","147","30830","102766","2"
"HIP 25008","HIP 25008 10","Water world","No","3449","106513","355043","0"
"HIP 36634","HIP 36634 BC 4","High metal content world","Yes","5858","173031","576769","3"
"HIP 36634","HIP 36634 BC 5","High metal content world","Yes","6747","178688","595626","0"
"56 Camelopardalis","56 Camelopardalis C 1","Metal-rich body","No","5229","30854","102846","1"
"Wregoe EE-X c15-0","Wregoe EE-X c15-0 1","Metal-rich body","No","14","33711","112369","2"
"HIP 41867","HIP 41867 A 3","High metal content world","Yes","611","158922","529739","1"
"Wredguia FP-X c15-0","Wredguia FP-X c15-0 1","Metal-rich body","No","14","30930","103099","1"
"HIP 43767","HIP 43767 C 6","Water world","No","108507","112230","374099","1"
"HIP 43767","HIP 43767 C 5","Water world","No","108613","110788","369293","0"
"Wregoe IA-U c17-0","Wregoe IA-U c17-0 A 1","Water world","Yes","278","280765","935883","1"
"Wregoe IA-U c17-0","Wregoe IA-U c17-0 B 1","High metal content world","Yes","53496","174944","583146","0"
"HIP 47331","HIP 47331 AB 5","Water world","Yes","1606","275322","917739","1"
"HIP 47331","HIP 47331 C 4","Water world","Yes","8756","257504","858346","0"
"HIP 47331","HIP 47331 C 2","High metal content world","Yes","8807","157107","523689","0"
"HIP 47331","HIP 47331 C 3","Water world","Yes","8942","259173","863909","0"
"HIP 47331","HIP 47331 C 5","Water world","No","9074","98146","327153","0"
"Wredguia MR-S c18-0","Wredguia MR-S c18-0 1","High metal content world","Yes","282","159651","532169","2"
"Wredguia MR-S c18-0","Wredguia MR-S c18-0 2","High metal content world","Yes","425","157285","524283","0"
"HIP 49761","HIP 49761 4","Water world","No","1468","103382","344606","2"
"HIP 45402","HIP 45402 6","High metal content world","Yes","619","185648","618826","2"
"HIP 45402","HIP 45402 8","High metal content world","Yes","751","170906","569686","0"
"HIP 45402","HIP 45402 7","High metal content world","Yes","754","175393","584643","0"
"HIP 45402","HIP 45402 10","Earth-like world","No","1072","287089","956963","0"
"HIP 45402","HIP 45402 9","High metal content world","Yes","1075","176916","589719","0"
"HIP 33985","HIP 33985 10 a","Water world","No","2600","99022","330073","2"
"HR 2172","HR 2172 5","High metal content world","Yes","2938","182207","607356","1"
"51 Camelopardalis","51 Camelopardalis D 1","High metal content world","Yes","93637","162294","540979","2"
"51 Camelopardalis","51 Camelopardalis D 2","Water world","Yes","93758","261055","870183","0"
"51 Camelopardalis","51 Camelopardalis C 1","High metal content world","Yes","97241","152599","508663","0"
"51 Camelopardalis","51 Camelopardalis C 2","High metal content world","Yes","97523","151706","505686","0"
"51 Camelopardalis","51 Camelopardalis C 7","Ammonia world","No","97629","132319","441063","0"
"HIP 36488","HIP 36488 3","High metal content world","Yes","565","183915","613049","1"
"HIP 36488","HIP 36488 4","High metal content world","Yes","1027","190283","634276","0"
"HIP 37178","HIP 37178 1","Metal-rich body","No","15","34860","116199","1"
"HIP 32879","HIP 32879 B 6","Class II gas giant","No","222922","30584","101946","1"
"HIP 32879","HIP 32879 B 4","Class II gas giant","No","225230","30196","100653","0"
"HIP 38918","HIP 38918 ABC 4","Water world","No","483","95672","318906","1"
"HR 3645","HR 3645 B 5","Water world","Yes","77024","312066","1040219","1"
"HIP 44998","HIP 44998 A 5","High metal content world","Yes","279","170933","569776","2"
"HIP 44998","HIP 44998 A 6","Water world","Yes","498","270145","900483","0"
"HIP 45982","HIP 45982 3","Ammonia world","No","1244","168102","560339","1"
"HR 3351","HR 3351 C 3","Water world","No","136653","91327","304423","1"
"HR 3351","HR 3351 C 4","Water world","No","136766","101989","339963","0"
"HIP 36064","HIP 36064 A 5","Water world","No","1208","107888","359626","1"
"HIP 34691","HIP 34691 A 1","Metal-rich body","No","10","35080","116933","1"
"HIP 34691","HIP 34691 A 2","Metal-rich body","No","19","34792","115973","0"
"HIP 31267","HIP 31267 A 7","High metal content world","Yes","666","159103","530343","1"
"HIP 31267","HIP 31267 A 8","Water world","Yes","919","266990","889966","0"
"42 Aurigae","42 Aurigae A 1","Metal-rich body","No","62","36310","121033","1"
"42 Aurigae","42 Aurigae B 9","High metal content world","Yes","18737","176498","588326","0"
"42 Aurigae","42 Aurigae B 8","High metal content world","Yes","19572","169831","566103","0"
"42 Aurigae","42 Aurigae B 7","High metal content world","Yes","19573","171316","571053","0"
"HIP 34136","HIP 34136 3","Water world","No","912","101522","338406","1"
"Col 285 Sector AA-Y c1-0","Col 285 Sector AA-Y c1-0 1","High metal content world","Yes","242","151136","503786","2"
"Col 285 Sector AA-Y c1-0","Col 285 Sector AA-Y c1-0 3","Class II gas giant","No","1449","31298","104326","0"
"16 Aurigae","16 Aurigae A 7","High metal content world","Yes","3626","168572","561906","2"
"52 Phi Tauri","52 Phi Tauri 8","High metal content world","Yes","4273","178800","595999","2"
"HIP 22306","HIP 22306 3","High metal content world","Yes","377","165363","551209","1"
"HIP 22306","HIP 22306 4","Earth-like world","No","378","261092","870306","0"
"HIP 22306","HIP 22306 5","Water world","Yes","481","282212","940706","0"
"HIP 22306","HIP 22306 7","Water world","No","806","106897","356323","0"
"HIP 17174","HIP 17174 3","High metal content world","Yes","555","168959","563196","2"
"HIP 17873","HIP 17873 3","High metal content world","Yes","996","162342","541139","1"
"HIP 17873","HIP 17873 4","Earth-like world","No","1823","282987","943289","0"
"47 Tauri","47 Tauri 1","Metal-rich body","No","289","33270","110899","1"
"47 Tauri","47 Tauri 2","Metal-rich body","No","289","32193","107309","0"
"Aries Dark Region RI-T c3-0","Aries Dark Region RI-T c3-0 5","Water world","No","184","105904","353013","2"
"HIP 11672","HIP 11672 A 8","High metal content world","Yes","873","180240","600799","2"
"HIP 11672","HIP 11672 A 7","High metal content world","Yes","875","188828","629426","0"
"HIP 14298","HIP 14298 1","Metal-rich body","No","49","33392","111306","2"
"HIP 14298","HIP 14298 2","Metal-rich body","No","49","31808","106026","0"
"HIP 14500","HIP 14500 1","Metal-rich body","No","34","34301","114336","2"
"HIP 14319","HIP 14319 3","Water world","Yes","1539","290086","966953","2"
"HIP 14319","HIP 14319 7","Water world","No","4036","103794","345979","0"
"HIP 18274","HIP 18274 6","High metal content world","Yes","1768","175672","585573","2"
"HIP 17643","HIP 17643 3","Water world","Yes","1999","307918","1026393","1"
"HIP 20113","HIP 20113 3","Water world","Yes","1517","260843","869476","2"
"Synuefe TY-A c16-0","Synuefe TY-A c16-0 1","Metal-rich body","No","8","32454","108179","1"
"HR 1366","HR 1366 A 4","High metal content world","Yes","3997","170233","567443","1"
"Synuefe SD-B c16-0","Synuefe SD-B c16-0 6","High metal content world","Yes","207","169734","565779","1"
"HIP 24030","HIP 24030 7","High metal content world","Yes","491","161966","539886","2"
"HIP 24030","HIP 24030 8","High metal content world","Yes","494","161085","536949","0"
"HIP 24030","HIP 24030 9","Water world","No","626","105895","352983","0"
"HIP 24030","HIP 24030 10","Water world","No","846","98523","328409","0"
"Synuefe DG-F c14-0","Synuefe DG-F c14-0 1","High metal content world","Yes","302","172802","576006","2"
"HIP 27648","HIP 27648 2","Metal-rich body","No","31","34855","116183","2"
"HIP 26953","HIP 26953 A 1","Metal-rich body","No","236","35745","119149","2"
"HIP 26953","HIP 26953 B 4","High metal content world","Yes","44709","165869","552896","0"
"HIP 26953","HIP 26953 B 5","High metal content world","Yes","44873","167597","558656","0"
"HIP 26107","HIP 26107 A 1","Metal-rich body","No","45","35232","117439","1"
"HIP 25139","HIP 25139 2","High metal content world","Yes","1220","160556","535186","1"
"Synuefe KR-E c14-0","Synuefe KR-E c14-0 AB 2","High metal content world","Yes","500","163534","545113","2"
"HIP 22426","HIP 22426 2","Metal-rich body","No","35","35046","116819","1"
"HIP 23601","HIP 23601 6","High metal content world","Yes","2075","176697","588989","1"
"HIP 23601","HIP 23601 7","High metal content world","Yes","2926","176633","588776","0"
"Synuefe WO-I c12-0","Synuefe WO-I c12-0 1","High metal content world","Yes","371","149343","497809","2"
"HIP 23048","HIP 23048 C 5","Water world","Yes","46627","271985","906616","2"
"HIP 23048","HIP 23048 C 6","High metal content world","Yes","46652","164682","548939","0"
"HIP 23048","HIP 23048 C 4","High metal content world","Yes","46949","165839","552796","0"
"HIP 23071","HIP 23071 A 5","High metal content world","Yes","1383","153166","510553","3"
"HIP 29606","HIP 29606 1","Metal-rich body","No","14","35360","117866","3"
"HIP 29606","HIP 29606 2","Metal-rich body","No","24","34599","115329","0"
"HIP 29504","HIP 29504 9","Water world","No","1075","104097","346989","1"
"HIP 30309","HIP 30309 B 4","Water world","Yes","33973","274577","915256","2"
"Wregoe FD-A c14-0","Wregoe FD-A c14-0 D 4","High metal content world","Yes","88244","167959","559863","1"
"Wregoe FD-A c14-0","Wregoe FD-A c14-0 D 5","Water world","No","88425","97958","326526","0"
"HIP 32700","HIP 32700 A 7","High metal content world","Yes","1374","174984","583279","1"
"HIP 29925","HIP 29925 A 7 a","Rocky body","Yes","1474","132226","440753","2"
"HIP 29925","HIP 29925 A 7","High metal content world","Yes","1475","188235","627449","0"
"HIP 31964","HIP 31964 B 1","High metal content world","Yes","149245","153368","511226","2"
"HIP 33507","HIP 33507 6","High metal content world","Yes","2729","161530","538433","1"
"HIP 33507","HIP 33507 7","High metal content world","Yes","3620","160785","535949","0"
"63 Aurigae","63 Aurigae 1","Metal-rich body","No","348","32137","107123","1"
"HIP 35317","HIP 35317 8 a","Rocky body","Yes","4877","135514","451713","1"
"HIP 35317","HIP 35317 8","Water world","No","4879","113443","378143","0"
"58 Psi-7 Aurigae","58 Psi-7 Aurigae B 8","Water world","Yes","12262","269444","898146","2"
"58 Psi-7 Aurigae","58 Psi-7 Aurigae B 7","High metal content world","Yes","12557","166240","554133","0"
"58 Psi-7 Aurigae","58 Psi-7 Aurigae B 4","High metal content world","Yes","12613","157958","526526","0"
"58 Psi-7 Aurigae","58 Psi-7 Aurigae B 5","High metal content world","Yes","12667","158718","529059","0"
"58 Psi-7 Aurigae","58 Psi-7 Aurigae B 6","High metal content world","Yes","12897","156735","522449","0"
"Wregoe TQ-U c16-0","Wregoe TQ-U c16-0 3","Class II gas giant","No","2880","30654","102179","2"
"HIP 33027","HIP 33027 4","High metal content world","Yes","1038","165485","551616","1"
"HIP 33027","HIP 33027 5 a","Water world","Yes","1466","254154","847179","0"
"Col 285 Sector DA-Y c1-0","Col 285 Sector DA-Y c1-0 1","Class II gas giant","No","10677","30732","102439","1"
"HIP 28528","HIP 28528 B 5","High metal content world","Yes","6152","154433","514776","1"
"HIP 28528","HIP 28528 B 7","High metal content world","Yes","6228","147188","490626","0"
"HIP 28528","HIP 28528 B 6","High metal content world","Yes","6280","154220","514066","0"
"Col 285 Sector DQ-W c2-0","Col 285 Sector DQ-W c2-0 A 1","High metal content world","Yes","385","157105","523683","2"
"Col 285 Sector BF-Y c1-0","Col 285 Sector BF-Y c1-0 A 1","Metal-rich body","No","15","33712","112373","1"
"HIP 33329","HIP 33329 1","Water world","No","366","95897","319656","1"
"WW Aurigae","WW Aurigae A 1","Metal-rich body","No","33","35918","119726","1"
"134 Tauri","134 Tauri A 1","Metal-rich body","No","208","37169","123896","2"
"134 Tauri","134 Tauri A 2","Metal-rich body","No","209","32367","107889","0"
"134 Tauri","134 Tauri A 4","Metal-rich body","No","322","32460","108199","0"
"134 Tauri","134 Tauri A 3","Metal-rich body","No","324","38095","126983","0"
"HIP 23795","HIP 23795 1","Metal-rich body","No","10","34560","115199","1"
"HIP 23486","HIP 23486 AB 1","Water world","No","428","114463","381543","1"
"Hyades Sector LH-V c2-0","Hyades Sector LH-V c2-0 C 4","Water world","Yes","2215","273534","911779","1"
"Hyades Sector LH-V c2-0","Hyades Sector LH-V c2-0 C 5","High metal content world","Yes","2286","158893","529643","0"
"HIP 20263","HIP 20263 A 6","High metal content world","Yes","1419","169848","566159","1"
"HIP 20263","HIP 20263 A 7","High metal content world","Yes","1419","167884","559613","0"
"HIP 20263","HIP 20263 A 8","Water world","No","3322","103056","343519","0"
"HIP 20263","HIP 20263 B 4","Water world","Yes","18625","260163","867209","0"
"HIP 20263","HIP 20263 B 5","High metal content world","Yes","18625","154606","515353","0"
